Gemeinde,coordinatex,coordinatey,name,streetNumber,zip,region,telephone,fax,openingHours,markettype,uid
Adligenswil,47.072061,8.379556,SPAR express AVIA Adligenswil,Udligenswilerstrasse 58,6043,"{'isoCode': 'LU', 'localName': 'Luzern', 'nameEn': 'Lucerne', 'uid': 115}",+41 62 508 45 23,,"[{'pretext': 'Montag', 'date': None, 'text': '06:00 - 21:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9812}, {'pretext': 'Dienstag', 'date': None, 'text': '06:00 - 21:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9813}, {'pretext': 'Mittwoch', 'date': None, 'text': '06:00 - 21:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9814}, {'pretext': 'Donnerstag', 'date': None, 'text': '06:00 - 21:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9815}, {'pretext': 'Freitag', 'date': None, 'text': '06:00 - 21:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9816}, {'pretext': 'Samstag', 'date': None, 'text': '06:00 - 21:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9817}, {'pretext': 'Sonntag', 'date': None, 'text': '07:00 - 21:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9818}]","{'marketType': 'SPAR express', 'uid': 2}",891
Zürich,47.379216,8.559891,SPAR express Zürich Toblerplatz,Toblerplatz 5,8044,"{'isoCode': 'ZH', 'localName': 'Zürich', 'nameEn': 'Zurich', 'uid': 129}",044 261 22 33,044 261 98 12,"[{'pretext': 'Montag', 'date': None, 'text': '06:30 - 21:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 1029}, {'pretext': 'Dienstag', 'date': None, 'text': '06:30 - 21:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9330}, {'pretext': 'Mittwoch', 'date': None, 'text': '06:30 - 21:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9331}, {'pretext': 'Donnerstag', 'date': None, 'text': '06:30 - 21:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9332}, {'pretext': 'Freitag', 'date': None, 'text': '06:30 - 21:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9333}, {'pretext': 'Samstag', 'date': None, 'text': '06:30 - 21:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9334}]","{'marketType': 'SPAR express', 'uid': 2}",581
Seuzach,47.526544,8.732894,SPAR express Seuzach,"Nationalstrasse A1, Raststätte Forrenberg",8472,"{'isoCode': 'ZH', 'localName': 'Zürich', 'nameEn': 'Zurich', 'uid': 129}",052 235 31 65,052 335 23 82,"[{'pretext': 'Montag', 'date': None, 'text': '06:00 - 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 1049}, {'pretext': 'Dienstag', 'date': None, 'text': '06:00 - 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9347}, {'pretext': 'Mittwoch', 'date': None, 'text': '06:00 - 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9348}, {'pretext': 'Donnerstag', 'date': None, 'text': '06:00 - 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9349}, {'pretext': 'Freitag', 'date': None, 'text': '06:00 - 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9350}, {'pretext': 'Samstag', 'date': None, 'text': '07:00 - 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 1050}, {'pretext': 'Sonntag', 'date': None, 'text': '07:00 - 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9351}]","{'marketType': 'SPAR express', 'uid': 2}",590
Dietikon,47.406434,8.404505,SPAR express Dietikon Bahnhofplatz,Bahnhofplatz 8,8953,"{'isoCode': 'ZH', 'localName': 'Zürich', 'nameEn': 'Zurich', 'uid': 129}",043 317 85 71,043 317 85 72,"[{'pretext': 'Montag', 'date': None, 'text': '05:30 - 23:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 1053}, {'pretext': 'Dienstag', 'date': None, 'text': '05:30 - 23:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9352}, {'pretext': 'Mittwoch', 'date': None, 'text': '05:30 - 23:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9353}, {'pretext': 'Donnerstag', 'date': None, 'text': '05:30 - 23:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9354}, {'pretext': 'Freitag', 'date': None, 'text': '05:30 - 23:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9355}, {'pretext': 'Samstag', 'date': None, 'text': '05:30 - 23:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9356}, {'pretext': 'Sonntag', 'date': None, 'text': '05:30 - 23:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9357}]","{'marketType': 'SPAR express', 'uid': 2}",587
Winterthur,47.479048,8.764775,SPAR express Winterthur Tösstalstrasse,Tösstalstrasse 306,8405,"{'isoCode': 'ZH', 'localName': 'Zürich', 'nameEn': 'Zurich', 'uid': 129}",052 233 13 27,052 233 13 28,"[{'pretext': 'Montag', 'date': None, 'text': '06:00\xa0- 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 1059}, {'pretext': 'Dienstag', 'date': None, 'text': '06:00\xa0- 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9367}, {'pretext': 'Mittwoch', 'date': None, 'text': '06:00\xa0- 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9368}, {'pretext': 'Donnerstag', 'date': None, 'text': '06:00\xa0- 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9369}, {'pretext': 'Freitag', 'date': None, 'text': '06:00\xa0- 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9370}, {'pretext': 'Samstag', 'date': None, 'text': '06:00\xa0- 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9371}, {'pretext': 'Sonntag', 'date': None, 'text': '07:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 1060}]","{'marketType': 'SPAR express', 'uid': 2}",589
Neuenhof,47.451505,8.324378,SPAR express Neuenhof,Zürcherstrasse 104,5432,"{'isoCode': 'AG', 'localName': 'Aargau', 'nameEn': 'Aargau', 'uid': 104}",056 406 48 92,056 406 48 93,"[{'pretext': 'Montag', 'date': None, 'text': '06:00\xa0- 23:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 1065}, {'pretext': 'Dienstag', 'date': None, 'text': '06:00\xa0- 23:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9372}, {'pretext': 'Mittwoch', 'date': None, 'text': '06:00\xa0- 23:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9373}, {'pretext': 'Donnerstag', 'date': None, 'text': '06:00\xa0- 23:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9374}, {'pretext': 'Freitag', 'date': None, 'text': '06:00\xa0- 23:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9375}, {'pretext': 'Samstag', 'date': None, 'text': '07:00 - 23:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 1066}, {'pretext': 'Sonntag', 'date': None, 'text': '07:00 - 23:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9376}]","{'marketType': 'SPAR express', 'uid': 2}",594
St. Gallen,47.436845,9.387597,SPAR express St. Gallen,Langgasse 41,9008,"{'isoCode': 'SG', 'localName': 'St. Gallen', 'nameEn': 'St. Gallen', 'uid': 119}",071 245 73 33,071 245 73 32,"[{'pretext': 'Montag', 'date': None, 'text': '05:00\xa0- 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 1075}, {'pretext': 'Dienstag', 'date': None, 'text': '05:00\xa0- 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9387}, {'pretext': 'Mittwoch', 'date': None, 'text': '05:00\xa0- 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9388}, {'pretext': 'Donnerstag', 'date': None, 'text': '05:00\xa0- 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9389}, {'pretext': 'Freitag', 'date': None, 'text': '05:00\xa0- 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9390}, {'pretext': 'Samstag', 'date': None, 'text': '05:00\xa0- 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9391}, {'pretext': 'Sonntag', 'date': None, 'text': '07:00\xa0- 21:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 1076}]","{'marketType': 'SPAR express', 'uid': 2}",597
Schaffhausen,47.707457,8.637779,"SPAR express Schaffhausen, Hochstrasse",Hochstrasse 122,8200,"{'isoCode': 'SH', 'localName': 'Schaffhausen', 'nameEn': 'Schaffhausen', 'uid': 120}",052 625 46 85,052 625 46 86,"[{'pretext': 'Montag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9392}, {'pretext': 'Dienstag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9393}, {'pretext': 'Mittwoch', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9394}, {'pretext': 'Donnerstag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 1079}, {'pretext': 'Freitag', 'date': None, 'text': '06:00\xa0- 23:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9395}, {'pretext': 'Samstag', 'date': None, 'text': '06:00\xa0- 23:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 1080}, {'pretext': 'Sonntag', 'date': None, 'text': '07:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 1081}]","{'marketType': 'SPAR express', 'uid': 2}",599
Bern,46.954625,7.459954,SPAR express Bern-Papiermühlestrasse,Papiermühlestrasse 11,3013,"{'isoCode': 'BE', 'localName': 'Bern', 'nameEn': 'Bern', 'uid': 107}",031 332 35 37,,"[{'pretext': 'Montag', 'date': None, 'text': '06:00\xa0- 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 1082}, {'pretext': 'Dienstag', 'date': None, 'text': '06:00\xa0- 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9396}, {'pretext': 'Mittwoch', 'date': None, 'text': '06:00\xa0- 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9397}, {'pretext': 'Donnerstag', 'date': None, 'text': '06:00\xa0- 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9398}, {'pretext': 'Freitag', 'date': None, 'text': '06:00\xa0- 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9399}, {'pretext': 'Samstag', 'date': None, 'text': '07:00\xa0- 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 1083}, {'pretext': 'Sonntag', 'date': None, 'text': '07:00\xa0- 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9400}]","{'marketType': 'SPAR express', 'uid': 2}",600
Bern,46.945411,7.472757,SPAR express Bern Giacomettistr.,Giacomettistrasse 15,3006,"{'isoCode': 'BE', 'localName': 'Bern', 'nameEn': 'Bern', 'uid': 107}",031 351 63 68,031 351 63 69,"[{'pretext': 'Montag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9401}, {'pretext': 'Dienstag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9402}, {'pretext': 'Mittwoch', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9403}, {'pretext': 'Donnerstag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9404}, {'pretext': 'Freitag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 7122}, {'pretext': 'Samstag', 'date': None, 'text': '07:30 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 7123}, {'pretext': 'Sonntag', 'date': None, 'text': '07:30 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9405}]","{'marketType': 'SPAR express', 'uid': 2}",645
Horgen,47.261731,8.594915,SPAR express Horgen Seestrasse,Seestrasse 117,8810,"{'isoCode': 'ZH', 'localName': 'Zürich', 'nameEn': 'Zurich', 'uid': 129}",044 725 10 52,,"[{'pretext': 'Montag', 'date': None, 'text': '05:30\xa0- 23:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 1087}, {'pretext': 'Dienstag', 'date': None, 'text': '05:30\xa0- 23:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9406}, {'pretext': 'Mittwoch', 'date': None, 'text': '05:30\xa0- 23:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9407}, {'pretext': 'Donnerstag', 'date': None, 'text': '05:30\xa0- 23:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9408}, {'pretext': 'Freitag', 'date': None, 'text': '05:30\xa0- 23:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9409}, {'pretext': 'Samstag', 'date': None, 'text': '05:30\xa0- 23:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9410}, {'pretext': 'Sonntag', 'date': None, 'text': '05:30\xa0- 23:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9411}]","{'marketType': 'SPAR express', 'uid': 2}",602
Winterthur,47.506312,8.756905,SPAR express Winterthur Frauenfelderstrasse,Frauenfelderstrasse 44,8404,"{'isoCode': 'ZH', 'localName': 'Zürich', 'nameEn': 'Zurich', 'uid': 129}",052 243 10 77,052 243 10 78,"[{'pretext': 'Montag', 'date': None, 'text': '06:00\xa0- 23:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 1094}, {'pretext': 'Dienstag', 'date': None, 'text': '06:00\xa0- 23:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9412}, {'pretext': 'Mittwoch', 'date': None, 'text': '06:00\xa0- 23:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9413}, {'pretext': 'Donnerstag', 'date': None, 'text': '06:00\xa0- 23:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9414}, {'pretext': 'Freitag', 'date': None, 'text': '06:00\xa0- 23:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9415}, {'pretext': 'Samstag', 'date': None, 'text': '06:00\xa0- 23:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9416}, {'pretext': 'Sonntag', 'date': None, 'text': '07:00 - 23:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 1095}]","{'marketType': 'SPAR express', 'uid': 2}",606
Schönenwerd,47.368858,8.000433,SPAR express Schönenwerd,Oltnerstrasse 62,5012,"{'isoCode': 'SO', 'localName': 'Solothurn', 'nameEn': 'Solothurn', 'uid': 121}",062 849 20 25,062 849 20 66,"[{'pretext': 'Montag', 'date': None, 'text': '05:30 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 1096}, {'pretext': 'Dienstag', 'date': None, 'text': '05:30 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9417}, {'pretext': 'Mittwoch', 'date': None, 'text': '05:30 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9418}, {'pretext': 'Donnerstag', 'date': None, 'text': '05:30 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9419}, {'pretext': 'Freitag', 'date': None, 'text': '05:30 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9420}, {'pretext': 'Samstag', 'date': None, 'text': '06:00 - 22:00 Uhr ', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 1097}, {'pretext': 'Sonntag', 'date': None, 'text': '06:00 - 22:00 Uhr ', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9421}]","{'marketType': 'SPAR express', 'uid': 2}",607
Neuhausen,47.68424,8.61174,SPAR express Neuhausen,Klettgauerstrasse 45,8212,"{'isoCode': 'SH', 'localName': 'Schaffhausen', 'nameEn': 'Schaffhausen', 'uid': 120}",052 670 16 50,052 670 16 51,"[{'pretext': 'Montag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 1101}, {'pretext': 'Dienstag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9422}, {'pretext': 'Mittwoch', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9423}, {'pretext': 'Donnerstag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9424}, {'pretext': 'Freitag', 'date': None, 'text': '06:00 - 23:45 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 3710}, {'pretext': 'Samstag', 'date': None, 'text': '06:00 - 23:45 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9425}, {'pretext': 'Sonntag', 'date': None, 'text': '07:00\xa0- 21:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 1102}]","{'marketType': 'SPAR express', 'uid': 2}",609
Bern Bümpliz,46.943305,7.401082,SPAR express Bern Bümpliz,Bethlehemstrasse 123,3018,"{'isoCode': 'BE', 'localName': 'Bern', 'nameEn': 'Bern', 'uid': 107}",031 991 97 77,031 991 97 97,"[{'pretext': 'Montag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 7125}, {'pretext': 'Dienstag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9430}, {'pretext': 'Mittwoch', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9431}, {'pretext': 'Donnerstag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9432}, {'pretext': 'Freitag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9433}, {'pretext': 'Samstag', 'date': None, 'text': '06:30 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 7126}, {'pretext': 'Sonntag', 'date': None, 'text': '07:30 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 7127}]","{'marketType': 'SPAR express', 'uid': 2}",646
Niederwangen,46.927419,7.379717,SPAR express Niederwangen b. Bern,Freiburgstrasse 528,3172,"{'isoCode': 'BE', 'localName': 'Bern', 'nameEn': 'Bern', 'uid': 107}",031 981 20 23,031 981 20 23,"[{'pretext': 'Montag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 1128}, {'pretext': 'Dienstag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9434}, {'pretext': 'Mittwoch', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9435}, {'pretext': 'Donnerstag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9436}, {'pretext': 'Freitag', 'date': None, 'text': '07:00\xa0- 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9437}, {'pretext': 'Samstag', 'date': None, 'text': '07:00\xa0- 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 1129}, {'pretext': 'Sonntag', 'date': None, 'text': '07:00\xa0- 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9438}]","{'marketType': 'SPAR express', 'uid': 2}",620
Herisau,47.389397,9.289614,SPAR express Herisau Kasernenstrasse,Kasernenstrasse 68,9100,"{'isoCode': 'AR', 'localName': 'Appenzell Ausserrhoden', 'nameEn': 'Appenzell Ausserrhoden', 'uid': 106}",+41 71 351 23 41,,"[{'pretext': 'Montag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 1132}, {'pretext': 'Dienstag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9439}, {'pretext': 'Mittwoch', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9440}, {'pretext': 'Donnerstag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9441}, {'pretext': 'Freitag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9442}, {'pretext': 'Samstag', 'date': None, 'text': '07:00\xa0- 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 1133}, {'pretext': 'Sonntag', 'date': None, 'text': '07:00\xa0- 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 1134}]","{'marketType': 'SPAR express', 'uid': 2}",622
Ostermundigen,46.963875,7.483398,SPAR express Ostermundigen,Milchstrasse 2-8,3072,"{'isoCode': 'BE', 'localName': 'Bern', 'nameEn': 'Bern', 'uid': 107}",031 931 69 44,,"[{'pretext': 'Montag', 'date': None, 'text': '06:00\xa0- 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 1136}, {'pretext': 'Dienstag', 'date': None, 'text': '06:00\xa0- 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9443}, {'pretext': 'Mittwoch', 'date': None, 'text': '06:00\xa0- 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9444}, {'pretext': 'Donnerstag', 'date': None, 'text': '06:00\xa0- 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9445}, {'pretext': 'Freitag', 'date': None, 'text': '06:00\xa0- 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9446}, {'pretext': 'Samstag', 'date': None, 'text': '07:00 - 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 1137}, {'pretext': 'Sonntag', 'date': None, 'text': '07:00 - 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9447}]","{'marketType': 'SPAR express', 'uid': 2}",624
Rümlang,47.463395,8.526052,SPAR express Rümlang,Oberglatterstrasse 35,8153,"{'isoCode': 'ZH', 'localName': 'Zürich', 'nameEn': 'Zurich', 'uid': 129}",043 810 63 36,043 810 63 37,"[{'pretext': 'Montag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9452}, {'pretext': 'Dienstag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9453}, {'pretext': 'Mittwoch', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9454}, {'pretext': 'Donnerstag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9455}, {'pretext': 'Freitag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9456}, {'pretext': 'Samstag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 1162}, {'pretext': 'Sonntag', 'date': None, 'text': '07:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 1163}]","{'marketType': 'SPAR express', 'uid': 2}",634
